machine_id,published,lifecycle_status,market,image_filename,image_alt_text,source_url,source_title,last_reviewed_date,notes,machine,manufacturer,country_of_manufacture,model_year,rated_hp,max_hp,max_hp_with_ipm,max_torque_nm,transmission,transmission_filter_tags,transmission_class,top_speed_filter,cylinders_filter,top_speed_kmh,wheelbase_mm,unladen_weight_kg,max_permissible_weight_40_kmh_kg,max_permissible_weight_50_kmh_kg,max_permissible_weight_60_kmh_kg,rated_hydraulic_flow_lpm,max_hydraulic_flow_lpm,max_scvs,rear_hitch_capacity_kg,front_hitch_capacity_kg,engine_capacity_l,number_of_cylinders,engine_manufacturer,cab_suspension,fuel_capacity_l,engine_stage_tier,adblue_tank_l,rear_pto_option,rear_pto_filter_tags
john-deere-8rt-410-2025-au,TRUE,,AU,,,,,,,John Deere 8RT 410,John Deere,USA,2025,410,443,445,1851,eAutoPowr™ (EVT),CVT / IVT / EVT,CVT / IVT / EVT,40,6,40,2477,16600,18200,,,227,227,6 Rear,"9072, 6894",,9,6,John Deere,4-post cab suspension & AirCushion™ Suspension,764,Tier 3 / Final Tier 4,31,1000,1000
john-deere-8rx-310-2025-au,TRUE,,AU,,,,,,,John Deere 8RX 310,John Deere,USA,2025,310,341,345,1452,"e23 PowerShift, AutoPowr™ (IVT)",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),40,6,40,3235,18900,24040,,,227 / 318,318,6 Rear,"9072, 6894 / 9000",,9,6,John Deere,4-post cab suspension,924,Tier 3 / Final Tier 4,37,"1000, 540/1000, 1000/1000E",540|1000E|1000
john-deere-8rx-340-2025-au,TRUE,,AU,,,,,,,John Deere 8RX 340,John Deere,USA,2025,340,374,375,1592,"e23 PowerShift, AutoPowr™ (IVT)",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),40,6,40,3235,18900,24040,,,227 / 318,318,6 Rear,"9072, 6894 / 9000",,9,6,John Deere,4-post cab suspension,924,Tier 3 / Final Tier 4,37,"1000, 540/1000, 1000/1000E",540|1000E|1000
john-deere-8rx-370-2025-au,TRUE,,AU,,,,,,,John Deere 8RX 370,John Deere,USA,2025,370,407,405,1732,"e23 PowerShift, eAutoPowr™ (EVT)",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),40,6,40,3235,18900,24040,,,227 / 318,318,6 Rear,"9072, 6894 / 9000",,9,6,John Deere,4-post cab suspension,924,Tier 3 / Final Tier 4,37,"1000, 540/1000, 1000/1000E",540|1000E|1000
john-deere-8rx-410-2025-au,TRUE,,AU,,,,,,,John Deere 8RX 410,John Deere,USA,2025,410,443,445,1851,eAutoPowr™ (EVT),CVT / IVT / EVT,CVT / IVT / EVT,40,6,40,3235,18900,24040,,,227 / 318,318,6 Rear,"9072, 6894 / 9000",,9,6,John Deere,4-post cab suspension,829,Tier 3 / Final Tier 4,37,"1000, 540/1000, 1000/1000E",540|1000E|1000
john-deere-8rx-440-2027-au,TRUE,,AU,,,,,,,John Deere 8RX 440,John Deere,USA,2027,440,484,524,2196,eAutoPowr EVT,CVT / IVT / EVT,CVT / IVT / EVT,40,6,40,3305,21949,28500,,,320 / 418,418,6 Rear + 2 Front,10886,5640,13.6,6,John Deere,Cab suspension in base,1123,Stage 3,,"1000, 1000E or 1300",1000E|1000|1300
john-deere-8rx-490-2027-au,TRUE,,AU,,,,,,,John Deere 8RX 490,John Deere,USA,2027,490,539,579,2445,eAutoPowr EVT,CVT / IVT / EVT,CVT / IVT / EVT,40,6,40,3305,21949,28500,,,320 / 418,418,6 Rear + 2 Front,10886,5640,13.6,6,John Deere,Cab suspension in base,1123,Stage 3,,"1000, 1000E or 1300",1000E|1000|1300
john-deere-8rx-540-2027-au,TRUE,,AU,,,,,,,John Deere 8RX 540,John Deere,USA,2027,540,594,634,2695,eAutoPowr EVT,CVT / IVT / EVT,CVT / IVT / EVT,40,6,40,3305,21949,28500,,,320 / 418,418,6 Rear + 2 Front,10886,5640,13.6,6,John Deere,Cab suspension in base,1123,Stage 3,,"1000, 1000E or 1300",1000E|1000|1300
john-deere-9r-390-2023-au,TRUE,,AU,,,,,,,John Deere 9R 390,John Deere,USA,2023,390,429,,,e18-speed PowerShift,Full powershift,Powershift / Semi-powershift,40,6,40,3912,20856,28123,,,208 / 416,416,4 to 8 Rear,"6804, 9072",,13.6,6,John Deere,,1514,Tier 3 / Final Tier 4,120,1000,1000
john-deere-9r-440-2023-au,TRUE,,AU,,,,,,,John Deere 9R 440,John Deere,USA,2023,440,484,,2031,e18-speed PowerShift,Full powershift,Powershift / Semi-powershift,40,6,40,3912,20856,28123,,,208 / 416,416,4 to 8 Rear,"6804, 9072",,13.6,6,John Deere,,1514,Tier 3 / Final Tier 4,120,1000,1000
john-deere-9r-490-2023-au,TRUE,,AU,,,,,,,John Deere 9R 490,John Deere,USA,2023,490,539,,2262,e18-speed PowerShift,Full powershift,Powershift / Semi-powershift,40,6,40,3912,20856,28123,,,208 / 416,416,4 to 8 Rear,"6804, 9072",,13.6,6,John Deere,,1514,Tier 3 / Final Tier 4,120,1000,1000
john-deere-9r-540-2023-au,TRUE,,AU,,,,,,,John Deere 9R 540,John Deere,USA,2023,540,594,,2492,e18-speed PowerShift,Full powershift,Powershift / Semi-powershift,40,6,40,3912,20856,28123,,,208 / 416,416,4 to 8 Rear,"6804, 9072",,13.6,6,John Deere,,1514,Tier 3 / Final Tier 4,120,1000,1000
john-deere-9r-590-2023-au,TRUE,,AU,,,,,,,John Deere 9R 590,John Deere,USA,2023,590,649,615,2723,e18-speed PowerShift,Full powershift,Powershift / Semi-powershift,40,6,40,3912,20856,30390,,,208 / 416,416,4 to 8 Rear,"6804, 9072",,13.6,6,John Deere,,1514,Tier 3 / Final Tier 4,120,1000,1000
john-deere-9r-640-2023-au,TRUE,,AU,,,,,,,John Deere 9R 640,John Deere,USA,2023,640,691,665,2954,e18-speed PowerShift,Full powershift,Powershift / Semi-powershift,40,6,40,3912,21174,30390,,,208 / 416,416,4 to 8 Rear,"6804, 9072",,13.6,6,John Deere,,1514,Tier 3 / Final Tier 4,120,1000,1000
john-deere-9rt-490-2023-au,TRUE,,AU,,,,,,,John Deere 9RT 490,John Deere,USA,2023,490,539,,,e18-speed PowerShift,Full powershift,Powershift / Semi-powershift,40,6,40,2477,20582,24500,,,208 / 416,416,4 to 8 Rear,"6804, 9072",,13.6,6,John Deere,,1324,Tier 3 / Final Tier 4,94,1000,1000
john-deere-9rt-540-2023-au,TRUE,,AU,,,,,,,John Deere 9RT 540,John Deere,USA,2023,540,594,,,e18-speed PowerShift,Full powershift,Powershift / Semi-powershift,40,6,40,2477,20582,24500,,,208 / 416,416,4 to 8 Rear,"6804, 9072",,13.6,6,John Deere,,1324,Tier 3 / Final Tier 4,94,1000,1000
john-deere-9rt-590-2023-au,TRUE,,AU,,,,,,,John Deere 9RT 590,John Deere,USA,2023,590,649,615,,e18-speed PowerShift,Full powershift,Powershift / Semi-powershift,40,6,40,2477,20582,24500,,,208 / 416,416,4 to 8 Rear,"6804, 9072",,13.6,6,John Deere,,1324,Tier 3 / Final Tier 4,94,1000,1000
john-deere-9rx-490-2023-au,TRUE,,AU,,,,,,,John Deere 9RX 490,John Deere,USA,2023,490,539,,,e18-speed PowerShift,Full powershift,Powershift / Semi-powershift,40,6,40,4154,"24639 (narrow), 25546 (wide)",28123,,,208 / 416,416,4 to 8 Rear,"6804, 9072",,13.6,6,John Deere,4-post cab suspension,1514,Tier 3 / Final Tier 4,120,1000,1000
john-deere-9rx-540-2023-au,TRUE,,AU,,,,,,,John Deere 9RX 540,John Deere,USA,2023,540,594,,,e18-speed PowerShift,Full powershift,Powershift / Semi-powershift,40,6,40,4154,"24639 (narrow), 25546 (wide)",28123,,,208 / 416,416,4 to 8 Rear,"6804, 9072",,13.6,6,John Deere,4-post cab suspension,1514,Tier 3 / Final Tier 4,120,1000,1000
john-deere-9rx-590-2023-au,TRUE,,AU,,,,,,,John Deere 9RX 590,John Deere,USA,2023,590,649,615,,e18-speed PowerShift,Full powershift,Powershift / Semi-powershift,40,6,40,4154,"24639 (narrow), 25546 (wide)",30390,,,208 / 416,416,4 to 8 Rear,"6804, 9072",,13.6,6,John Deere,4-post cab suspension,1514,Tier 3 / Final Tier 4,120,1000,1000
john-deere-9rx-640-2023-au,TRUE,,AU,,,,,,,John Deere 9RX 640,John Deere,USA,2023,640,691,665,,e18-speed PowerShift,Full powershift,Powershift / Semi-powershift,40,6,40,4154,25546 (wide),30390,,,208 / 416,416,4 to 8 Rear,"6804, 9072",,13.6,6,John Deere,4-post cab suspension,1514,Tier 3 / Final Tier 4,120,1000,1000
john-deere-9rx-710-2025-au,TRUE,,AU,,,,,,,John Deere 9RX 710,John Deere,USA,2025,710,781,,3123,e21 PowerShift,Full powershift,Powershift / Semi-powershift,40,6,40,4620,33566,38100,,,424 / 212 / 636,636,Up to 8 Rear,,,18,6,John Deere,4-post cab suspension in base,1952,Final Tier 4 / Stage V,,1000,1000
john-deere-9rx-770-2025-au,TRUE,,AU,,,,,,,John Deere 9RX 770,John Deere,USA,2025,770,847,,3123,e21 PowerShift,Full powershift,Powershift / Semi-powershift,40,6,40,4620,33566,38100,,,424 / 212 / 636,636,Up to 8 Rear,,,18,6,John Deere,4-post cab suspension in base,1952,Final Tier 4 / Stage V,,1000,1000
john-deere-9rx-830-2025-au,TRUE,,AU,,,,,,,John Deere 9RX 830,John Deere,USA,2025,830,913,,3123,e21 PowerShift,Full powershift,Powershift / Semi-powershift,40,6,40,4620,33566,38100,,,424 / 212 / 636,636,Up to 8 Rear,,,18,6,John Deere,4-post cab suspension in base,1952,Final Tier 4 / Stage V,,1000,1000
case-ih-farmall-70jx-2017-au,TRUE,,AU,,,,,,,Case IH Farmall 70JX,Case IH,Turkey,2017,65,65,,261,"12x12 Synchro Shuttle™, 20x12 Synchro Shuttle™",Mechanical / Shuttle,Mechanical / Shuttle,30,3,30,2224,3200,,,,51,51,3,2260,,2.9,3,FPT,,110,Tier 3,,"540, 1000",540|1000
case-ih-farmall-75jx-2017-au,TRUE,,AU,,,,,,,Case IH Farmall 75JX,Case IH,Turkey,2017,75,75,,298,"12x12 Hydraulic Powershuttle, 20x12 Synchro Shuttle™",Mechanical / Shuttle,Mechanical / Shuttle,30,4,30,2402,3600,,,,51,51,3,2700,,3.9,4,FPT,,110,Tier 3,,"540, 1000",540|1000
case-ih-farmall-80jx-2017-au,TRUE,,AU,,,,,,,Case IH Farmall 80JX,Case IH,Turkey,2017,80,80,,320,"12x12 Synchro Shuttle™, 20x12 Synchro Shuttle™",Mechanical / Shuttle,Mechanical / Shuttle,30,3,30,2287,3400,,,,51,51,3,2700,,2.9,3,FPT,,110,Tier 3,,"540, 1000",540|1000
case-ih-farmall-90jx-2017-au,TRUE,,AU,,,,,,,Case IH Farmall 90JX,Case IH,Turkey,2017,88,88,,356,"12x12 Hydraulic Powershuttle, 20x12 Synchro Shuttle™",Mechanical / Shuttle,Mechanical / Shuttle,30,4,30,2402,3700,,,,51,51,3,2700,,3.9,4,FPT,,110,Tier 3,,"540, 1000",540|1000
case-ih-farmall-100jx-2017-au,TRUE,,AU,,,,,,,Case IH Farmall 100JX,Case IH,Turkey,2017,98,98,,390,12x12 Hydraulic Powershuttle,Mechanical / Shuttle,Mechanical / Shuttle,30,4,30,2422,3900,,,,51,51,3,2700,,3.9,4,FPT,,110,Tier 3,,"540, 1000",540|1000
case-ih-farmall-110jx-2017-au,TRUE,,AU,,,,,,,Case IH Farmall 110JX,Case IH,Turkey,2017,110,110,,430,12x12 Hydraulic Powershuttle,Mechanical / Shuttle,Mechanical / Shuttle,30,4,30,2422,3900,,,,51,51,3,2700,,3.9,4,FPT,,110,Tier 3,,"540, 1000",540|1000
case-ih-farmall-100c-2026-au,TRUE,,AU,,,,,,,Case IH Farmall 100C,Case IH,Austria,2026,101,101,,450,"24 × 24 Hi-Lo, 40 × 40 Power Shuttle",Mechanical / Shuttle|Semi-powershift,Powershift / Semi-powershift,40,4,40,2350,4645,,,,82.1,82.1,3,,,3.9,4,FPT,,130,Stage V,13,"540E, 540, 1000",540E|540|1000
case-ih-farmall-120c-2026-au,TRUE,,AU,,,,,,,Case IH Farmall 120C,Case IH,Austria,2026,117,117,,506,"25 × 24 Hi-Lo, 40 × 40 Power Shuttle",Mechanical / Shuttle|Semi-powershift,Powershift / Semi-powershift,40,4,40,2350,4645,,,,82.1,82.1,3,,,3.9,4,FPT,,130,Stage V,13,"540E, 540, 1000",540E|540|1000
case-ih-maxxum-110-2013-au,TRUE,,AU,,,,,,,Case IH Maxxum 110,Case IH,UK,2013,112,112,,1400,"16 x 16 Powershift, 32 x 32 Powershuttle",Mechanical / Shuttle|Semi-powershift,Mechanical / Shuttle|Semi-powershift,50,4,50,2400,4790,9000,9000,,113,113,4 Rear + 2 Mid,,3700,4.485,4,FPT,Optional,176,Stage 3A,,"540E, 540, 1000",540E|540|1000
case-ih-maxxum-115-2021-au,TRUE,,AU,,,,,,,Case IH Maxxum 115,Case IH,Austria,2021,116,125,145,590,"CVT, 24x24, 48x48 creeper",CVT / IVT / EVT,CVT / IVT / EVT,50,4,50,2684,6160,9500,9500,,150,150,4 + 3,5254,3100,4.485,4,FPT,Optional,198/222,Stage V,40,540/540E/1000/1000E,540E|540|1000E|1000
case-ih-maxxum-125-2013-au,TRUE,,AU,,,,,,,Case IH Maxxum 125,Case IH,UK,2013,126,126,,1250,"16 x 16 Powershift, 32 x 32 Powershuttle",Mechanical / Shuttle|Semi-powershift,Mechanical / Shuttle|Semi-powershift,50,6,50,2400,4790,9000,9000,,113,113,4 Rear + 2 Mid,,3700,6.728,6,FPT,Optional,250,Stage 3A,,"540E, 540, 1000",540E|540|1000
case-ih-maxxum-135-2021-au,TRUE,,AU,,,,,,,Case IH Maxxum 135,Case IH,Austria,2021,135,145,169,700,"CVT, 24x24, 48x48 creeper",CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2684,6450,9500,9500,,150,150,4 + 3,5254,3100,6.728,6,FPT,Optional,198/222,Stage V,40,540/540E/1000/1000E,540E|540|1000E|1000
case-ih-maxxum-140-2013-au,TRUE,,AU,,,,,,,Case IH Maxxum 140,Case IH,UK,2013,141,141,,1250,"16 x 16 Powershift, 32 x 32 Powershuttle",Mechanical / Shuttle|Semi-powershift,Mechanical / Shuttle|Semi-powershift,50,6,50,2400,4790,9000,9000,,113,113,4 Rear + 2 Mid,,3700,6.728,6,FPT,Optional,250,Stage 3A,,"540E, 540, 1000",540E|540|1000
case-ih-maxxum-150-2021-au,TRUE,,AU,,,,,,,Case IH Maxxum 150,Case IH,Austria,2021,145,158,175,738,"CVT, 24x24, 48x48 creeper",CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2684,6450,9500,9500,,150,150,4 + 3,5254,3100,6.728,6,FPT,Optional,198/222,Stage V,40,540/540E/1000/1000E,540E|540|1000E|1000
case-ih-puma-165-2025-au,TRUE,,AU,,,,,,,Case IH Puma 165,Case IH,Austria,2025,165,180,210,770,"PowerDrive 19x6, CVTDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2790,7000,11500,11500,,160,160,5 + 3,6616,5000,6.728,6,FPT,Mechanical,270/330,Stage V,48,540/540E/1000/1000E,540E|540|1000E|1000
case-ih-puma-175-2025-au,TRUE,,AU,,,,,,,Case IH Puma 175,Case IH,Austria,2025,175,200,225,840,CVTDrive,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2790,7000,11500,11500,,160,160,5 + 3,6616,5000,6.728,6,FPT,Mechanical,270/330,Stage V,48,540/540E/1000/1000E,540E|540|1000E|1000
case-ih-puma-185-2025-au,TRUE,,AU,,,,,,,Case IH Puma 185,Case IH,Austria,2025,180,200,224,942,"PowerDrive 19x6, CVXDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2884,8625,14400,14400,,120 / 150 / 170,170,5 + 3,7280,5812,6.7,6,FPT,Mechanical/Semi-active/AVS optional,470,Tier 3 / Stage V,54,540/540E/1000/1000E,540E|540|1000E|1000
case-ih-puma-200-2025-au,TRUE,,AU,,,,,,,Case IH Puma 200,Case IH,Austria,2025,200,220,245,1038,"PowerDrive 19x6, CVXDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2884,8625,14400,14400,,120 / 150 / 170,170,5 + 3,7280,5812,6.7,6,FPT,Mechanical/Semi-active/AVS optional,470,Tier 3 / Stage V,54,540/540E/1000/1000E,540E|540|1000E|1000
case-ih-puma-220-2025-au,TRUE,,AU,,,,,,,Case IH Puma 220,Case IH,Austria,2025,220,239,260,1101,"PowerDrive 19x6, CVXDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2884,8625,15000,15000,,120 / 150 / 170,170,5 + 3,7280,5812,6.7,6,FPT,Mechanical/Semi-active/AVS optional,470,Tier 3 / Stage V,54,540/540E/1000/1000E,540E|540|1000E|1000
case-ih-puma-240-2025-au,TRUE,,AU,,,,,,,Case IH Puma 240,Case IH,Austria,2025,240,260,271,1159,CVXDrive,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2884,8625,15000,15000,,120 / 150 / 170,170,5 + 3,7280,5812,6.7,6,FPT,Mechanical/Semi-active/AVS optional,470,Stage V,54,540/540E/1000/1000E,540E|540|1000E|1000
case-ih-puma-260-2025-au,TRUE,,AU,,,,,,,Case IH Puma 260,Case IH,Austria,2025,260,281,302,1249,CVXDrive,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2884,8625,15000,15000,,120 / 150 / 170,170,5 + 3,7280,5812,6.7,6,FPT,Mechanical/Semi-active/AVS optional,470,Stage V,54,540/540E/1000/1000E,540E|540|1000E|1000
case-ih-optum-270-2025-au,TRUE,,AU,,,,,,,Case IH Optum 270,Case IH,Austria,2025,270,288,,1194,CVTDrive,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2995,11530,16800,16800,,220,220,5 + 3,10305,6016,6.7,6,FPT,Semi-active Hydraulic,630,Stage V,96,"540, 540E, 1000, 1000E",540E|540|1000E|1000
case-ih-optum-300-2025-au,TRUE,,AU,,,,,,,Case IH Optum 300,Case IH,Austria,2025,300,313,,1282,CVTDrive,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2995,11530,16800,16800,,220,220,5 + 3,10305,6016,6.7,6,FPT,Semi-active Hydraulic,630,Stage V,96,"540, 540E, 1000, 1000E",540E|540|1000E|1000
case-ih-optum-340-2025-au,TRUE,,AU,,,,,,,Case IH Optum 340,Case IH,Austria,2025,340,340,,1398,CVTDrive,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2995,11530,16800,16800,,220,220,5 + 3,10305,6016,6.7,6,FPT,Semi-active Hydraulic,630,Stage V,96,"540, 540E, 1000, 1000E",540E|540|1000E|1000
case-ih-optum-360-2025-uk,TRUE,,UK,,,,,,,Case IH Optum 360 *UK SPEC*,Case IH,Austria,2025,360,360,,1616,CVXDrive™ CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3190,12450,,18000,18000,220 / 360,360,5 + 3,,,8.7,6,FPT Industrial,Advanced cab suspension,,Stage V,,540E / 1000 / 1000E,540E|540|1000E|1000
case-ih-optum-390-2025-uk,TRUE,,UK,,,,,,,Case IH Optum 390 *UK SPEC*,Case IH,Austria,2025,390,390,,1750,CVXDrive™ CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3190,12450,,18000,18000,220 / 360,360,5 + 3,,,8.7,6,FPT Industrial,Advanced cab suspension,,Stage V,,540E / 1000 / 1000E,540E|540|1000E|1000
case-ih-optum-440-2025-uk,TRUE,,UK,,,,,,,Case IH Optum 440 *UK SPEC*,Case IH,Austria,2025,435,435,,1851,CVXDrive™ CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3190,12450,,18000,18000,220 / 360,360,5 + 3,,,8.7,6,FPT Industrial,Advanced cab suspension,,Stage V,,540E / 1000 / 1000E,540E|540|1000E|1000
case-ih-magnum-265-2025-au,TRUE,,AU,,,,,,,Case IH Magnum 265,Case IH,USA,2025,265,290,320,,"PowerDrive, CVXDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,3100,12973,18000,18000,18000,225 / 327,327,6 Rear ? Front,"7210, 7940",4275,8.7,6,FPT,Semi-active Hydraulic,678 (PowerDrive) / 617 (CVXDrive),Tier 2,99,"540, 1000",540|1000
case-ih-magnum-295-2025-au,TRUE,,AU,,,,,,,Case IH Magnum 295,Case IH,USA,2025,295,325,351,,"PowerDrive, CVXDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,3100,12973,18000,18000,18000,225 / 327,327,6 Rear ? Front,"7210, 7940",4275,8.7,6,FPT,Semi-active Hydraulic,678 (PowerDrive) / 617 (CVXDrive),Tier 2,99,"540, 1000",540|1000
case-ih-magnum-325-2025-au,TRUE,,AU,,,,,,,Case IH Magnum 325,Case IH,USA,2025,325,356,383,,"PowerDrive, CVXDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,3100,13082,18000,18000,18000,225 / 327,327,6 Rear ? Front,"7210, 7940",4275,8.7,6,FPT,Semi-active Hydraulic,678 (PowerDrive) / 617 (CVXDrive),Tier 2,99,"540, 1000",540|1000
case-ih-magnum-355-2025-au,TRUE,,AU,,,,,,,Case IH Magnum 355,Case IH,USA,2025,355,390,410,,"PowerDrive, CVXDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,3150,14148,18000,18000,18000,225 / 327,327,6 Rear ? Front,9026,4275,8.7,6,FPT,Semi-active Hydraulic,678 (PowerDrive) / 617 (CVXDrive),Tier 2,99,"540, 1000",540|1000
case-ih-magnum-355-rowtrac-2025-au,TRUE,,AU,,,,,,,Case IH Magnum 355 Rowtrac,Case IH,USA,2025,355,390,410,,"PowerDrive, CVXDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),40,6,40,3150,16329,,,,223 / 327,327,6 Rear ? Front,9026,4275,8.7,6,FPT,Semi-active Hydraulic,678 (PowerDrive) / 617 (CVXDrive),Tier 2,99,"540, 1000",540|1000
case-ih-magnum-385-2025-au,TRUE,,AU,,,,,,,Case IH Magnum 385,Case IH,USA,2025,385,417,435,,CVXDrive,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3150,14148,18000,18000,18000,225 / 327,327,6 Rear ? Front,9026,4275,8.7,6,FPT,Semi-active Hydraulic,617 (CVXDrive),Tier 2,99,"540, 1000",540|1000
case-ih-magnum-385-rowtrac-2025-au,TRUE,,AU,,,,,,,Case IH Magnum 385 Rowtrac,Case IH,USA,2025,385,417,435,,"PowerDrive, CVXDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),40,6,40,3150,16329,,,,223 / 327,327,6 Rear ? Front,9026,4275,8.7,6,FPT,Semi-active Hydraulic,617 (CVXDrive),Tier 2,99,"540, 1000",540|1000
case-ih-magnum-405-2025-au,TRUE,,AU,,,,,,,Case IH Magnum 405,Case IH,USA,2025,405,435,435,,PowerDrive,Full powershift,Powershift / Semi-powershift,50,6,50,3150,14148,18000,18000,18000,225 / 327,327,6 Rear ? Front,9026,4275,8.7,6,FPT,Semi-active Hydraulic,678 (PowerDrive),Tier 2,99,"540, 1000",540|1000
case-ih-magnum-405-rowtrac-2025-au,TRUE,,AU,,,,,,,Case IH Magnum 405 Rowtrac,Case IH,USA,2025,405,435,435,,PowerDrive,Full powershift,Powershift / Semi-powershift,40,6,40,3150,16329,,,,223 / 327,327,6 Rear ? Front,9026,4275,8.7,6,FPT,Semi-active Hydraulic,678 (PowerDrive),Tier 2,99,"540, 1000",540|1000
case-ih-steiger-425-wheeled-2025-au,TRUE,,AU,,,,,,,Case IH Steiger 425 Wheeled,Case IH,USA,2025,425,467,,,"PowerDrive, CVTDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),40,6,40,3759,18507,25401,,,216 / 428,428,Up to 8 Rear,9935,,12.9,6,FPT,Optional Mechanical,1170,Tier 2,,1000,1000
case-ih-steiger-475-wheeled-2025-au,TRUE,,AU,,,,,,,Case IH Steiger 475 Wheeled,Case IH,USA,2025,475,522,,,"PowerDrive, CVTDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),40,6,40,3759,18507,25401,,,216 / 428,428,Up to 8 Rear,9935,,12.9,6,FPT,Optional Mechanical,1170,Tier 2,,1000,1000
case-ih-steiger-525-wheeled-2025-au,TRUE,,AU,,,,,,,Case IH Steiger 525 Wheeled,Case IH,USA,2025,525,578,,,"PowerDrive, CVTDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),40,6,40,3759,18507,25401,,,216 / 428,428,Up to 8 Rear,9935,,12.9,6,FPT,Optional Mechanical,1170,Tier 2,,1000,1000
case-ih-steiger-555-wheeled-2025-au,TRUE,,AU,,,,,,,Case IH Steiger 555 Wheeled,Case IH,USA,2025,555,614,,,"PowerDrive, CVTDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),40,6,40,3912,21012,27215,,,216 / 428,428,Up to 8 Rear,10309,,12.9,6,FPT,Optional Mechanical,1722,Tier 2,,1000,1000
case-ih-steiger-595-wheeled-2025-au,TRUE,,AU,,,,,,,Case IH Steiger 595 Wheeled,Case IH,USA,2025,595,656,,,PowerDrive,Full powershift,Powershift / Semi-powershift,40,6,40,3912,22828,30390,,,216 / 428,428,Up to 8 Rear,10309,,12.9,6,FPT,Optional Mechanical,1722,Tier 2,,1000,1000
case-ih-steiger-645-wheeled-2025-au,TRUE,,AU,,,,,,,Case IH Steiger 645 Wheeled,Case IH,USA,2025,645,699,,,PowerDrive,Full powershift,Powershift / Semi-powershift,40,6,40,3912,22828,30390,,,216 / 428,428,Up to 8 Rear,10309,,12.9,6,FPT,Optional Mechanical,1722,Tier 2,,1000,1000
case-ih-steiger-425-rowtrac-2025-au,TRUE,,AU,,,,,,,Case IH Steiger 425 Rowtrac,Case IH,USA,2025,425,467,,,"PowerDrive, CVTDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),40,6,40,4064,23678,29484,,,216 / 428,428,Up to 8 Rear,9935,,12.9,6,FPT,Mechanical,1287,Tier 2,,1000,1000
case-ih-steiger-475-rowtrac-2025-au,TRUE,,AU,,,,,,,Case IH Steiger 475 Rowtrac,Case IH,USA,2025,475,522,,,"PowerDrive, CVTDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),40,6,40,4064,23678,29484,,,216 / 428,428,Up to 8 Rear,9935,,12.9,6,FPT,Mechanical,1287,Tier 2,,1000,1000
case-ih-steiger-525-rowtrac-2025-au,TRUE,,AU,,,,,,,Case IH Steiger 525 Rowtrac,Case IH,USA,2025,525,578,,,"PowerDrive, CVTDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),40,6,40,4064,23678,29484,,,216 / 428,428,Up to 8 Rear,9935,,12.9,6,FPT,Mechanical,1287,Tier 2,,1000,1000
case-ih-steiger-475-quadtrac-2025-au,TRUE,,AU,,,,,,,Case IH Steiger 475 Quadtrac,Case IH,USA,2025,475,522,,,"PowerDrive, CVTDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),43,6,43,3912,23358,30390 / 31751 (HDS),,,216 / 428,428,Up to 8 Rear,10092,,12.9,6,FPT,Mechanical,1779,Tier 2,,1000,1000
